student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S018220,A074217,High School Counselor,C24,2025,Biology & Life Sciences,STEM,$100K-$150K,1,0,3.16,Enrolled (Active),,,,2.39
S018221,A074221,High School Counselor,C24,2025,Business,Non-STEM,Under $30K,1,0,3.3,Enrolled (Active),,,,2.7
S018222,A074222,Campus Visit / Open House,C24,2025,Education,Non-STEM,Under $30K,1,1,3.71,Enrolled (Active),,,,3.34
S018223,A074224,Social Media,C24,2025,Computer Science,STEM,Under $30K,1,1,2.91,Enrolled (Active),,,,2.19
S018224,A074226,High School Counselor,C24,2025,Business,Non-STEM,$30K-$60K,0,1,3.01,Enrolled (Active),,,,3.62
S018225,A074231,College Website,C24,2025,Business,Non-STEM,$30K-$60K,0,0,3.32,Enrolled (Active),,,,2.63
S018226,A074233,College Website,C24,2025,Arts & Humanities,Non-STEM,Under $30K,1,0,2.49,Enrolled (Active),,,,2.88
S018227,A074237,Friends / Family / Alumni,C24,2025,Computer Science,STEM,$60K-$100K,0,0,3.81,Enrolled (Active),,,,3.51
S018228,A074242,Friends / Family / Alumni,C24,2025,Computer Science,STEM,Under $30K,1,0,3.07,Enrolled (Active),,,,3.29
S018229,A074244,College Website,C24,2025,Psychology,Non-STEM,$60K-$100K,0,1,2.88,Enrolled (Active),,,,3.14
S018230,A074246,High School Counselor,C24,2025,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.94,Enrolled (Active),,,,3.09
S018231,A074256,High School Counselor,C24,2025,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.08,Enrolled (Active),,,,2.83
S018232,A074257,College Website,C24,2025,Computer Science,STEM,$150K+,0,0,3.28,Enrolled (Active),,,,3.17
S018233,A074265,College Website,C24,2025,Social Sciences,Non-STEM,Under $30K,1,0,3.39,Enrolled (Active),,,,2.79
S018234,A074267,High School Counselor,C24,2025,Psychology,Non-STEM,Under $30K,0,0,2.76,Enrolled (Active),,,,3.62
S018235,A074277,High School Counselor,C24,2025,Computer Science,STEM,$60K-$100K,1,1,2.84,Enrolled (Active),,,,3.11
S018236,A074280,College Website,C24,2025,Computer Science,STEM,$100K-$150K,0,1,2.82,Enrolled (Active),,,,3.26
S018237,A074281,Friends / Family / Alumni,C24,2025,Business,Non-STEM,$30K-$60K,1,1,2.67,Enrolled (Active),,,,3.19
S018238,A074289,Campus Visit / Open House,C24,2025,Social Sciences,Non-STEM,$60K-$100K,0,1,2.9,Dropped Out,,2026,1,2.35
S018239,A074290,Campus Visit / Open House,C24,2025,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.14,Dropped Out,,2026,1,3.0
S018240,A074291,College Fair,C24,2025,Education,Non-STEM,$30K-$60K,0,0,2.38,Enrolled (Active),,,,2.89
S018241,A074292,Campus Visit / Open House,C24,2025,Nursing & Health Sciences,STEM,$60K-$100K,0,0,3.34,Enrolled (Active),,,,3.18
S018242,A074297,College Website,C24,2025,Social Sciences,Non-STEM,$60K-$100K,0,0,3.45,Enrolled (Active),,,,3.45
S018243,A074308,College Website,C24,2025,Business,Non-STEM,$60K-$100K,0,1,3.26,Enrolled (Active),,,,2.12
S018244,A074315,Friends / Family / Alumni,C24,2025,Psychology,Non-STEM,$30K-$60K,0,0,2.8,Dropped Out,,2026,1,3.15
S018245,A074318,College Website,C24,2025,Business,Non-STEM,$100K-$150K,0,0,3.08,Enrolled (Active),,,,3.47
S018246,A074321,Campus Visit / Open House,C24,2025,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.67,Enrolled (Active),,,,3.49
S018247,A074323,Friends / Family / Alumni,C24,2025,Computer Science,STEM,$60K-$100K,0,0,3.08,Dropped Out,,2026,1,2.64
S018248,A074325,Social Media,C24,2025,Psychology,Non-STEM,$60K-$100K,0,0,3.71,Enrolled (Active),,,,3.68
S018249,A074334,Online Search / Rankings Sites,C24,2025,Social Sciences,Non-STEM,$60K-$100K,0,0,3.65,Enrolled (Active),,,,2.73
S018250,A074335,High School Counselor,C24,2025,Education,Non-STEM,$60K-$100K,1,1,2.9,Dropped Out,,2026,1,3.39
S018251,A074339,Campus Visit / Open House,C24,2025,Arts & Humanities,Non-STEM,$100K-$150K,0,1,3.62,Enrolled (Active),,,,3.21
S018252,A074346,College Website,C24,2025,Engineering,STEM,$30K-$60K,0,0,3.23,Enrolled (Active),,,,2.93
S018253,A074347,High School Counselor,C24,2025,Nursing & Health Sciences,STEM,$100K-$150K,1,1,3.64,Enrolled (Active),,,,2.63
S018254,A074348,Friends / Family / Alumni,C24,2025,Computer Science,STEM,$150K+,0,0,3.72,Enrolled (Active),,,,3.01
S018255,A074352,College Website,C25,2018,Business,Non-STEM,Under $30K,1,1,4.0,Graduated,2022,,4,3.04
S018256,A074362,High School Counselor,C25,2018,Biology & Life Sciences,STEM,$60K-$100K,1,0,2.98,Graduated,2023,,5,3.26
S018257,A074370,Friends / Family / Alumni,C25,2018,Computer Science,STEM,$150K+,0,0,3.91,Graduated,2023,,5,3.23
S018258,A074371,Friends / Family / Alumni,C25,2018,Engineering,STEM,$150K+,0,1,2.63,Graduated,2022,,4,3.18
S018259,A074381,College Website,C25,2018,Computer Science,STEM,$60K-$100K,0,1,3.34,Graduated,2024,,6,2.79
S018260,A074383,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.27,Graduated,2024,,6,3.51
S018261,A074384,High School Counselor,C25,2018,Biology & Life Sciences,STEM,$60K-$100K,1,1,3.41,Graduated,2022,,4,3.59
S018262,A074386,Friends / Family / Alumni,C25,2018,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.52,Graduated,2022,,4,3.06
S018263,A074389,Online Search / Rankings Sites,C25,2018,Business,Non-STEM,$150K+,0,0,3.25,Dropped Out,,2020,2,2.74
S018264,A074392,Social Media,C25,2018,Business,Non-STEM,$150K+,0,1,3.94,Dropped Out,,2022,4,3.32
S018265,A074393,Campus Visit / Open House,C25,2018,Education,Non-STEM,Under $30K,1,0,3.28,Graduated,2022,,4,2.53
S018266,A074394,Campus Visit / Open House,C25,2018,Business,Non-STEM,$60K-$100K,1,1,3.56,Dropped Out,,2019,1,2.79
S018267,A074395,Friends / Family / Alumni,C25,2018,Arts & Humanities,Non-STEM,$100K-$150K,1,0,3.58,Dropped Out,,2019,1,3.22
S018268,A074400,Campus Visit / Open House,C25,2018,Computer Science,STEM,$150K+,1,1,2.98,Dropped Out,,2022,4,2.64
S018269,A074402,Campus Visit / Open House,C25,2018,Business,Non-STEM,$30K-$60K,1,1,3.04,Graduated,2022,,4,3.36
S018270,A074406,College Fair,C25,2018,Education,Non-STEM,$100K-$150K,1,1,3.27,Graduated,2022,,4,3.11
S018271,A074409,Friends / Family / Alumni,C25,2018,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.45,Graduated,2022,,4,2.84
S018272,A074413,Campus Visit / Open House,C25,2018,Engineering,STEM,Under $30K,0,1,3.35,Graduated,2022,,4,3.02
S018273,A074416,College Website,C25,2018,Business,Non-STEM,$150K+,0,1,3.17,Graduated,2022,,4,3.14
S018274,A074418,Friends / Family / Alumni,C25,2018,Business,Non-STEM,Under $30K,0,0,3.13,Graduated,2023,,5,3.38
S018275,A074419,College Website,C25,2018,Nursing & Health Sciences,STEM,Under $30K,1,1,3.57,Graduated,2022,,4,2.65
S018276,A074421,Campus Visit / Open House,C25,2018,Biology & Life Sciences,STEM,$30K-$60K,0,0,3.14,Graduated,2022,,4,3.13
S018277,A074425,College Website,C25,2018,Business,Non-STEM,$100K-$150K,0,0,2.43,Graduated,2022,,4,3.42
S018278,A074428,College Website,C25,2018,Psychology,Non-STEM,$30K-$60K,0,0,2.81,Graduated,2022,,4,2.73
S018279,A074431,Campus Visit / Open House,C25,2018,Education,Non-STEM,$150K+,0,1,2.63,Graduated,2024,,6,3.07
S018280,A074433,Campus Visit / Open House,C25,2018,Computer Science,STEM,$100K-$150K,1,1,3.87,Dropped Out,,2019,1,3.07
S018281,A074440,Friends / Family / Alumni,C25,2018,Computer Science,STEM,Under $30K,1,0,3.99,Dropped Out,,2019,1,2.43
S018282,A074443,Friends / Family / Alumni,C25,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.67,Graduated,2023,,5,3.13
S018283,A074447,College Fair,C25,2018,Computer Science,STEM,Under $30K,0,1,3.15,Graduated,2022,,4,3.71
S018284,A074452,Advertising / Direct Mail,C25,2018,Business,Non-STEM,$30K-$60K,0,0,3.54,Graduated,2024,,6,2.9
S018285,A074456,High School Counselor,C25,2018,Engineering,STEM,$150K+,0,0,3.02,Graduated,2022,,4,3.08
S018286,A074468,Friends / Family / Alumni,C25,2018,Education,Non-STEM,$60K-$100K,0,1,3.01,Graduated,2022,,4,2.61
S018287,A074474,Friends / Family / Alumni,C25,2018,Education,Non-STEM,Under $30K,1,0,4.0,Dropped Out,,2021,3,1.99
S018288,A074478,High School Counselor,C25,2018,Computer Science,STEM,$100K-$150K,0,0,3.89,Graduated,2022,,4,3.28
S018289,A074479,College Website,C25,2018,Biology & Life Sciences,STEM,$150K+,0,0,3.17,Dropped Out,,2019,1,2.86
S018290,A074483,College Fair,C25,2018,Computer Science,STEM,Under $30K,1,1,2.85,Dropped Out,,2020,2,2.59
S018291,A074486,Campus Visit / Open House,C25,2018,Computer Science,STEM,Under $30K,0,1,3.01,Dropped Out,,2019,1,2.5
S018292,A074492,College Website,C25,2018,Engineering,STEM,$60K-$100K,0,1,3.65,Graduated,2023,,5,3.08
S018293,A074493,High School Counselor,C25,2018,Arts & Humanities,Non-STEM,$60K-$100K,0,1,3.19,Graduated,2022,,4,2.56
S018294,A074495,College Website,C25,2018,Computer Science,STEM,$60K-$100K,0,1,3.07,Graduated,2022,,4,2.24
S018295,A074511,College Fair,C25,2018,Biology & Life Sciences,STEM,$60K-$100K,1,0,3.67,Graduated,2022,,4,3.61
S018296,A074516,College Website,C25,2018,Psychology,Non-STEM,$60K-$100K,0,0,3.26,Graduated,2022,,4,3.08
S018297,A074517,Friends / Family / Alumni,C25,2018,Arts & Humanities,Non-STEM,$150K+,0,1,3.9,Graduated,2024,,6,2.81
S018298,A074518,Online Search / Rankings Sites,C25,2018,Business,Non-STEM,$60K-$100K,0,1,3.2,Graduated,2023,,5,3.4
S018299,A074523,High School Counselor,C25,2018,Computer Science,STEM,$100K-$150K,0,1,3.65,Graduated,2022,,4,3.29
S018300,A074528,Online Search / Rankings Sites,C25,2018,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.57,Graduated,2022,,4,2.75
S018301,A074531,College Website,C25,2018,Nursing & Health Sciences,STEM,Under $30K,0,1,3.72,Graduated,2024,,6,2.87
S018302,A074533,Social Media,C25,2018,Arts & Humanities,Non-STEM,$60K-$100K,0,0,3.26,Graduated,2024,,6,3.3
S018303,A074535,College Website,C25,2018,Biology & Life Sciences,STEM,$100K-$150K,0,0,2.75,Dropped Out,,2022,4,2.57
S018304,A074537,Campus Visit / Open House,C25,2018,Business,Non-STEM,$30K-$60K,0,1,3.02,Graduated,2023,,5,3.42
S018305,A074543,College Website,C25,2018,Arts & Humanities,Non-STEM,$100K-$150K,1,1,2.94,Dropped Out,,2020,2,2.68
S018306,A074545,Friends / Family / Alumni,C25,2018,Nursing & Health Sciences,STEM,$30K-$60K,1,1,2.88,Dropped Out,,2020,2,1.94
S018307,A074546,Campus Visit / Open House,C25,2018,Arts & Humanities,Non-STEM,$60K-$100K,0,0,3.05,Graduated,2022,,4,3.34
S018308,A074552,High School Counselor,C25,2018,Business,Non-STEM,$60K-$100K,0,1,3.46,Graduated,2023,,5,3.51
S018309,A074564,High School Counselor,C25,2018,Business,Non-STEM,$30K-$60K,1,0,3.74,Graduated,2023,,5,3.58
S018310,A074566,Campus Visit / Open House,C25,2018,Business,Non-STEM,$150K+,0,1,3.03,Graduated,2023,,5,3.44
S018311,A074567,Friends / Family / Alumni,C25,2018,Business,Non-STEM,Under $30K,1,0,3.03,Graduated,2023,,5,2.76
S018312,A074568,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,$60K-$100K,1,0,3.27,Dropped Out,,2020,2,2.1
S018313,A074573,High School Counselor,C25,2018,Business,Non-STEM,$100K-$150K,0,1,3.06,Graduated,2024,,6,2.72
S018314,A074579,Social Media,C25,2018,Psychology,Non-STEM,Under $30K,1,1,3.76,Graduated,2022,,4,2.81
S018315,A074580,Campus Visit / Open House,C25,2018,Computer Science,STEM,$100K-$150K,0,0,2.93,Dropped Out,,2021,3,2.0
S018316,A074581,College Fair,C25,2018,Engineering,STEM,$60K-$100K,0,1,3.44,Graduated,2022,,4,3.09
S018317,A074591,College Website,C25,2018,Business,Non-STEM,Under $30K,0,1,3.34,Graduated,2023,,5,3.25
S018318,A074593,College Website,C25,2018,Biology & Life Sciences,STEM,$150K+,1,1,3.43,Dropped Out,,2020,2,3.02
S018319,A074600,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.23,Dropped Out,,2021,3,2.32
S018320,A074601,Campus Visit / Open House,C25,2018,Arts & Humanities,Non-STEM,$100K-$150K,1,0,3.16,Dropped Out,,2019,1,2.48
S018321,A074603,College Fair,C25,2018,Biology & Life Sciences,STEM,$150K+,0,1,3.25,Graduated,2023,,5,2.8
S018322,A074605,College Website,C25,2018,Physical Sciences & Math,STEM,Under $30K,1,1,3.44,Graduated,2022,,4,3.03
S018323,A074608,College Website,C25,2018,Physical Sciences & Math,STEM,$150K+,0,1,3.3,Graduated,2022,,4,3.16
S018324,A074609,College Website,C25,2018,Nursing & Health Sciences,STEM,$30K-$60K,0,1,3.4,Graduated,2022,,4,3.41
S018325,A074612,College Website,C25,2018,Engineering,STEM,$30K-$60K,1,1,3.45,Graduated,2022,,4,2.36
S018326,A074614,Campus Visit / Open House,C25,2018,Arts & Humanities,Non-STEM,Under $30K,1,1,3.38,Graduated,2024,,6,2.84
S018327,A074615,Friends / Family / Alumni,C25,2018,Business,Non-STEM,$30K-$60K,0,1,2.55,Graduated,2022,,4,2.49
S018328,A074617,College Website,C25,2018,Psychology,Non-STEM,$60K-$100K,0,1,3.3,Graduated,2022,,4,3.37
S018329,A074623,High School Counselor,C25,2018,Computer Science,STEM,Under $30K,0,0,3.29,Dropped Out,,2019,1,2.56
S018330,A074625,High School Counselor,C25,2018,Education,Non-STEM,Under $30K,1,0,4.0,Graduated,2023,,5,3.21
S018331,A074627,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,$150K+,0,0,3.41,Graduated,2022,,4,3.06
S018332,A074628,Friends / Family / Alumni,C25,2018,Nursing & Health Sciences,STEM,$30K-$60K,1,1,3.59,Graduated,2022,,4,3.0
S018333,A074632,College Website,C25,2018,Computer Science,STEM,$30K-$60K,0,0,4.0,Graduated,2022,,4,2.89
S018334,A074633,College Website,C25,2018,Physical Sciences & Math,STEM,$60K-$100K,0,1,2.74,Dropped Out,,2022,4,1.9
S018335,A074635,College Website,C25,2018,Engineering,STEM,Under $30K,0,1,3.32,Graduated,2022,,4,2.83
S018336,A074637,Campus Visit / Open House,C25,2018,Education,Non-STEM,$100K-$150K,0,1,4.0,Graduated,2023,,5,2.83
S018337,A074647,Friends / Family / Alumni,C25,2018,Computer Science,STEM,$30K-$60K,1,1,4.0,Graduated,2024,,6,3.34
S018338,A074648,Online Search / Rankings Sites,C25,2018,Arts & Humanities,Non-STEM,$60K-$100K,1,1,3.29,Dropped Out,,2022,4,2.2
S018339,A074649,Campus Visit / Open House,C25,2018,Business,Non-STEM,$100K-$150K,0,0,3.49,Graduated,2022,,4,3.01
S018340,A074652,College Website,C25,2018,Business,Non-STEM,$30K-$60K,1,1,3.02,Dropped Out,,2019,1,1.74
S018341,A074655,College Website,C25,2018,Psychology,Non-STEM,$30K-$60K,1,0,3.5,Dropped Out,,2021,3,2.36
S018342,A074656,Campus Visit / Open House,C25,2018,Business,Non-STEM,$150K+,0,1,3.2,Graduated,2022,,4,3.2
S018343,A074657,College Website,C25,2018,Education,Non-STEM,$30K-$60K,1,1,3.64,Graduated,2023,,5,2.87
S018344,A074659,College Website,C25,2018,Nursing & Health Sciences,STEM,Under $30K,1,0,3.39,Graduated,2022,,4,3.49
S018345,A074661,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.28,Graduated,2022,,4,2.65
S018346,A074665,College Website,C25,2018,Business,Non-STEM,Under $30K,0,1,3.09,Graduated,2023,,5,2.2
S018347,A074667,Online Search / Rankings Sites,C25,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.02,Dropped Out,,2019,1,1.95
S018348,A074668,Social Media,C25,2018,Social Sciences,Non-STEM,Under $30K,0,0,3.33,Graduated,2024,,6,3.01
S018349,A074672,Friends / Family / Alumni,C25,2018,Arts & Humanities,Non-STEM,$30K-$60K,1,1,3.63,Graduated,2023,,5,3.05
S018350,A074678,College Fair,C25,2018,Business,Non-STEM,Under $30K,0,0,3.19,Graduated,2022,,4,2.91
S018351,A074686,Campus Visit / Open House,C25,2018,Education,Non-STEM,$150K+,0,1,2.99,Graduated,2024,,6,3.12
S018352,A074689,Friends / Family / Alumni,C25,2018,Computer Science,STEM,$30K-$60K,0,0,3.3,Dropped Out,,2021,3,1.46
S018353,A074692,College Website,C25,2018,Psychology,Non-STEM,$150K+,1,1,2.88,Graduated,2022,,4,2.57
S018354,A074694,High School Counselor,C25,2018,Education,Non-STEM,Under $30K,0,0,3.0,Graduated,2023,,5,3.13
S018355,A074696,College Fair,C25,2018,Education,Non-STEM,$30K-$60K,1,1,3.21,Dropped Out,,2019,1,3.05
S018356,A074698,Campus Visit / Open House,C25,2018,Computer Science,STEM,Under $30K,0,1,3.47,Graduated,2022,,4,2.24
S018357,A074701,Campus Visit / Open House,C25,2018,Computer Science,STEM,$100K-$150K,0,1,2.5,Graduated,2022,,4,2.34
S018358,A074702,College Fair,C25,2018,Psychology,Non-STEM,$100K-$150K,0,1,3.9,Graduated,2022,,4,2.88
S018359,A074703,Friends / Family / Alumni,C25,2018,Computer Science,STEM,$30K-$60K,0,1,3.87,Graduated,2022,,4,3.52
S018360,A074707,Campus Visit / Open House,C25,2018,Computer Science,STEM,Under $30K,1,1,2.82,Graduated,2023,,5,2.44
S018361,A074709,High School Counselor,C25,2018,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.48,Dropped Out,,2019,1,2.6
S018362,A074713,Social Media,C25,2018,Engineering,STEM,Under $30K,1,1,3.51,Graduated,2022,,4,3.13
S018363,A074714,College Fair,C25,2018,Computer Science,STEM,$30K-$60K,0,1,3.59,Graduated,2023,,5,3.42
S018364,A074716,College Website,C25,2018,Biology & Life Sciences,STEM,$60K-$100K,0,1,2.66,Graduated,2023,,5,2.71
S018365,A074718,Friends / Family / Alumni,C25,2018,Physical Sciences & Math,STEM,$100K-$150K,1,0,3.2,Dropped Out,,2019,1,2.99
S018366,A074723,College Website,C25,2018,Business,Non-STEM,$100K-$150K,1,0,3.32,Graduated,2023,,5,3.35
S018367,A074726,Campus Visit / Open House,C25,2018,Computer Science,STEM,Under $30K,1,1,3.59,Dropped Out,,2019,1,2.74
S018368,A074728,College Website,C25,2018,Arts & Humanities,Non-STEM,$60K-$100K,0,0,4.0,Dropped Out,,2022,4,2.94
S018369,A074730,High School Counselor,C25,2018,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.41,Graduated,2022,,4,2.96
S018370,A074731,College Website,C25,2018,Computer Science,STEM,$60K-$100K,1,1,3.47,Graduated,2022,,4,3.21
S018371,A074733,Friends / Family / Alumni,C25,2018,Social Sciences,Non-STEM,$60K-$100K,0,0,3.32,Dropped Out,,2021,3,3.73
S018372,A074734,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,Under $30K,1,0,3.0,Graduated,2023,,5,2.71
S018373,A074735,College Website,C25,2018,Physical Sciences & Math,STEM,Under $30K,1,1,3.24,Graduated,2022,,4,2.67
S018374,A074738,Campus Visit / Open House,C25,2018,Physical Sciences & Math,STEM,$60K-$100K,0,1,2.98,Dropped Out,,2019,1,2.52
S018375,A074739,College Website,C25,2018,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.41,Dropped Out,,2022,4,2.89
S018376,A074742,Advertising / Direct Mail,C25,2018,Physical Sciences & Math,STEM,$100K-$150K,0,1,3.63,Graduated,2023,,5,2.91
S018377,A074749,Campus Visit / Open House,C25,2018,Social Sciences,Non-STEM,$60K-$100K,0,1,3.2,Dropped Out,,2019,1,1.89
S018378,A074754,Campus Visit / Open House,C25,2018,Physical Sciences & Math,STEM,$60K-$100K,0,0,3.21,Dropped Out,,2019,1,2.42
S018379,A074756,Online Search / Rankings Sites,C25,2018,Business,Non-STEM,$60K-$100K,1,1,3.72,Graduated,2023,,5,3.16
S018380,A074764,Campus Visit / Open House,C25,2018,Psychology,Non-STEM,$150K+,0,0,3.6,Graduated,2023,,5,2.69
S018381,A074767,College Website,C25,2018,Nursing & Health Sciences,STEM,$150K+,0,1,3.62,Graduated,2023,,5,2.83
S018382,A074769,High School Counselor,C25,2018,Social Sciences,Non-STEM,$60K-$100K,0,1,4.0,Graduated,2024,,6,3.16
S018383,A074781,College Fair,C25,2018,Biology & Life Sciences,STEM,$100K-$150K,0,1,2.59,Dropped Out,,2020,2,3.32
S018384,A074786,High School Counselor,C25,2018,Biology & Life Sciences,STEM,$150K+,0,1,3.42,Graduated,2022,,4,3.11
S018385,A074791,College Fair,C25,2018,Business,Non-STEM,Under $30K,0,1,3.9,Dropped Out,,2019,1,2.86
S018386,A074794,Friends / Family / Alumni,C25,2018,Physical Sciences & Math,STEM,$60K-$100K,0,0,2.93,Graduated,2024,,6,3.18
S018387,A074803,High School Counselor,C25,2018,Nursing & Health Sciences,STEM,$150K+,1,1,2.96,Dropped Out,,2019,1,1.47
S018388,A074807,High School Counselor,C25,2018,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.31,Graduated,2023,,5,3.0
S018389,A074815,College Fair,C25,2018,Social Sciences,Non-STEM,$60K-$100K,0,1,3.15,Dropped Out,,2022,4,2.22
S018390,A074816,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,Under $30K,1,1,3.1,Graduated,2022,,4,2.99
S018391,A074825,College Fair,C25,2018,Business,Non-STEM,$30K-$60K,0,0,3.11,Graduated,2022,,4,2.78
S018392,A074827,Campus Visit / Open House,C25,2018,Nursing & Health Sciences,STEM,$60K-$100K,1,1,3.29,Dropped Out,,2021,3,2.98
S018393,A074831,Campus Visit / Open House,C25,2018,Social Sciences,Non-STEM,$30K-$60K,1,0,3.52,Graduated,2022,,4,3.09
S018394,A074835,Campus Visit / Open House,C25,2018,Physical Sciences & Math,STEM,$30K-$60K,0,1,3.31,Dropped Out,,2020,2,1.38
S018395,A074836,High School Counselor,C25,2018,Business,Non-STEM,$100K-$150K,0,1,3.23,Dropped Out,,2019,1,2.53
S018396,A074837,Social Media,C25,2018,Arts & Humanities,Non-STEM,$30K-$60K,1,1,3.61,Graduated,2022,,4,3.27
S018397,A074849,Friends / Family / Alumni,C25,2018,Psychology,Non-STEM,$30K-$60K,0,1,3.62,Graduated,2022,,4,3.37
S018398,A074856,College Website,C25,2018,Engineering,STEM,Under $30K,1,0,2.34,Graduated,2023,,5,2.98
S018399,A074867,Friends / Family / Alumni,C25,2019,Psychology,Non-STEM,$150K+,0,1,2.77,Dropped Out,,2020,1,2.56
S018400,A074868,College Website,C25,2019,Nursing & Health Sciences,STEM,$60K-$100K,1,1,4.0,Graduated,2023,,4,2.81
S018401,A074875,Online Search / Rankings Sites,C25,2019,Business,Non-STEM,Under $30K,1,1,2.84,Graduated,2024,,5,2.63
S018402,A074877,College Website,C25,2019,Physical Sciences & Math,STEM,$30K-$60K,0,0,3.29,Graduated,2023,,4,2.9
S018403,A074880,High School Counselor,C25,2019,Computer Science,STEM,Under $30K,0,1,3.16,Graduated,2023,,4,3.05
S018404,A074881,High School Counselor,C25,2019,Computer Science,STEM,$100K-$150K,0,1,3.52,Dropped Out,,2020,1,2.46
S018405,A074887,Campus Visit / Open House,C25,2019,Business,Non-STEM,$100K-$150K,0,1,3.46,Graduated,2023,,4,2.91
S018406,A074888,College Website,C25,2019,Education,Non-STEM,Under $30K,1,0,3.57,Graduated,2024,,5,2.81
S018407,A074891,Online Search / Rankings Sites,C25,2019,Social Sciences,Non-STEM,Under $30K,1,0,4.0,Graduated,2025,,6,3.77
S018408,A074892,Social Media,C25,2019,Education,Non-STEM,$30K-$60K,1,1,3.14,Graduated,2024,,5,2.99
S018409,A074902,Friends / Family / Alumni,C25,2019,Psychology,Non-STEM,$60K-$100K,0,0,3.47,Graduated,2025,,6,2.38
S018410,A074905,Campus Visit / Open House,C25,2019,Engineering,STEM,$60K-$100K,0,0,3.14,Graduated,2023,,4,2.61
S018411,A074908,High School Counselor,C25,2019,Business,Non-STEM,$150K+,0,1,2.89,Graduated,2024,,5,2.87
S018412,A074912,College Fair,C25,2019,Physical Sciences & Math,STEM,Under $30K,0,0,3.57,Graduated,2023,,4,2.63
S018413,A074913,Friends / Family / Alumni,C25,2019,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.0,Graduated,2024,,5,3.02
S018414,A074914,Campus Visit / Open House,C25,2019,Business,Non-STEM,$30K-$60K,0,1,3.1,Graduated,2023,,4,3.54
S018415,A074921,Online Search / Rankings Sites,C25,2019,Computer Science,STEM,$30K-$60K,1,1,3.08,Graduated,2025,,6,3.36
S018416,A074923,College Website,C25,2019,Education,Non-STEM,$60K-$100K,1,1,2.79,Dropped Out,,2021,2,2.62
S018417,A074925,Advertising / Direct Mail,C25,2019,Psychology,Non-STEM,Under $30K,1,1,3.85,Dropped Out,,2021,2,2.57
S018418,A074932,High School Counselor,C25,2019,Engineering,STEM,$150K+,0,1,3.4,Graduated,2024,,5,3.45
S018419,A074933,Friends / Family / Alumni,C25,2019,Biology & Life Sciences,STEM,Under $30K,1,1,3.1,Graduated,2024,,5,3.03
S018420,A074940,College Website,C25,2019,Computer Science,STEM,$100K-$150K,1,0,3.35,Graduated,2023,,4,3.17
S018421,A074950,High School Counselor,C25,2019,Computer Science,STEM,$150K+,0,1,3.15,Graduated,2023,,4,2.78
S018422,A074955,Social Media,C25,2019,Education,Non-STEM,$30K-$60K,0,1,3.96,Graduated,2023,,4,2.74
S018423,A074956,Online Search / Rankings Sites,C25,2019,Engineering,STEM,$150K+,0,0,3.14,Graduated,2023,,4,2.92
S018424,A074963,Friends / Family / Alumni,C25,2019,Biology & Life Sciences,STEM,$100K-$150K,0,0,4.0,Graduated,2024,,5,2.5
S018425,A074968,Friends / Family / Alumni,C25,2019,Business,Non-STEM,Under $30K,0,1,3.15,Graduated,2023,,4,3.25
S018426,A074973,College Website,C25,2019,Computer Science,STEM,$30K-$60K,1,1,3.02,Graduated,2023,,4,2.89
S018427,A074974,College Fair,C25,2019,Psychology,Non-STEM,$150K+,0,1,2.55,Graduated,2023,,4,2.98
S018428,A074980,Friends / Family / Alumni,C25,2019,Nursing & Health Sciences,STEM,$30K-$60K,0,0,2.71,Graduated,2023,,4,3.04
S018429,A074983,Friends / Family / Alumni,C25,2019,Business,Non-STEM,$60K-$100K,1,1,3.58,Graduated,2025,,6,2.93
S018430,A074989,High School Counselor,C25,2019,Computer Science,STEM,$150K+,0,1,2.4,Dropped Out,,2020,1,1.88
S018431,A074994,High School Counselor,C25,2019,Physical Sciences & Math,STEM,$150K+,1,1,3.82,Graduated,2023,,4,3.03
S018432,A074996,Campus Visit / Open House,C25,2019,Business,Non-STEM,$60K-$100K,0,1,3.38,Dropped Out,,2021,2,2.44
