student_id,application_id,discovery_channel,college_id,cohort_year,field_of_study,stem_flag,family_income_band,first_gen_flag,in_state_flag,hs_gpa,annual_tuition_usd,scholarship_type,annual_scholarship_usd,annual_grant_usd,annual_loan_usd,annual_net_cost_usd,enrollment_status,graduation_year,dropout_year,years_to_outcome,cumulative_gpa
S016175,A063855,College Website,C20,2023,Engineering,STEM,Under $30K,1,1,3.98,40240,None,0,0,0,40240,Enrolled (Active),,,,3.49
S016176,A063859,College Website,C20,2023,Engineering,STEM,$60K-$100K,0,1,3.35,40710,Departmental,2250,0,16400,38460,Dropped Out,,2025,2,2.12
S016177,A063861,College Fair,C20,2023,Engineering,STEM,$60K-$100K,1,0,3.19,40210,Merit,14550,0,0,25660,Enrolled (Active),,,,3.33
S016178,A063864,College Fair,C20,2023,Nursing & Health Sciences,STEM,Under $30K,0,1,3.44,38620,Merit,15050,0,15400,23570,Enrolled (Active),,,,2.91
S016179,A063865,College Website,C20,2023,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.12,40180,Departmental,6900,0,20900,33280,Dropped Out,,2026,3,3.16
S016180,A063867,Campus Visit / Open House,C20,2023,Social Sciences,Non-STEM,$60K-$100K,0,1,3.58,39700,Need-Based,22200,0,7100,17500,Dropped Out,,2025,2,3.03
S016181,A063882,College Website,C20,2023,Business,Non-STEM,$30K-$60K,0,1,3.4,39750,Need-Based,23950,5313,0,10487,Enrolled (Active),,,,3.35
S016182,A063887,Friends / Family / Alumni,C20,2023,Engineering,STEM,$100K-$150K,0,0,3.61,40010,Merit,16600,0,14600,23410,Enrolled (Active),,,,3.26
S016183,A063889,Online Search / Rankings Sites,C20,2023,Social Sciences,Non-STEM,Under $30K,0,0,3.46,39880,Need-Based,18900,4131,0,16849,Enrolled (Active),,,,2.98
S016184,A063904,Friends / Family / Alumni,C20,2023,Social Sciences,Non-STEM,$150K+,0,0,3.74,39320,Merit,16900,0,12500,22420,Dropped Out,,2025,2,1.8
S016185,A063905,Friends / Family / Alumni,C20,2023,Physical Sciences & Math,STEM,$150K+,0,0,3.22,40680,Departmental,6200,0,0,34480,Enrolled (Active),,,,2.63
S016186,A063911,College Website,C20,2023,Arts & Humanities,Non-STEM,$30K-$60K,0,0,2.84,39330,Merit,20650,2814,8700,15866,Dropped Out,,2024,1,2.1
S016187,A063916,College Website,C20,2023,Nursing & Health Sciences,STEM,$150K+,0,0,3.22,39650,Merit,20350,0,0,19300,Enrolled (Active),,,,2.82
S016188,A063937,Campus Visit / Open House,C20,2023,Business,Non-STEM,$60K-$100K,1,0,3.43,38570,Athletic,20700,0,0,17870,Enrolled (Active),,,,3.23
S016189,A063938,Online Search / Rankings Sites,C20,2023,Business,Non-STEM,$100K-$150K,0,0,3.54,40820,Merit,16800,0,13500,24020,Enrolled (Active),,,,2.9
S016190,A063945,Campus Visit / Open House,C20,2023,Nursing & Health Sciences,STEM,Under $30K,1,1,2.74,39210,Departmental,2100,2436,0,34674,Enrolled (Active),,,,3.05
S016191,A063957,Online Search / Rankings Sites,C20,2023,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.46,39820,Merit,20000,0,7800,19820,Enrolled (Active),,,,3.04
S016192,A063961,Online Search / Rankings Sites,C20,2023,Social Sciences,Non-STEM,$30K-$60K,1,0,2.18,40610,None,0,5066,17600,35544,Dropped Out,,2024,1,2.26
S016193,A063973,College Website,C20,2023,Computer Science,STEM,$100K-$150K,1,0,2.65,40150,None,0,0,26400,40150,Enrolled (Active),,,,2.59
S016194,A063974,College Fair,C20,2023,Physical Sciences & Math,STEM,$30K-$60K,1,0,3.36,40880,Need-Based,27400,6497,2700,6983,Enrolled (Active),,,,2.98
S016195,A063980,Campus Visit / Open House,C20,2023,Arts & Humanities,Non-STEM,$30K-$60K,1,0,3.05,40560,Need-Based,16450,0,0,24110,Enrolled (Active),,,,2.83
S016196,A063981,College Website,C20,2023,Computer Science,STEM,Under $30K,1,0,3.26,38550,None,0,0,0,38550,Enrolled (Active),,,,2.33
S016197,A063983,High School Counselor,C20,2023,Business,Non-STEM,$30K-$60K,0,1,3.1,38680,Departmental,2750,0,17300,35930,Enrolled (Active),,,,3.68
S016198,A063984,High School Counselor,C20,2023,Psychology,Non-STEM,$100K-$150K,1,1,3.48,39870,Merit,18700,0,0,21170,Enrolled (Active),,,,3.77
S016199,A063989,High School Counselor,C20,2023,Computer Science,STEM,$100K-$150K,0,1,3.01,39660,Departmental,5850,0,0,33810,Dropped Out,,2024,1,2.48
S016200,A063991,Campus Visit / Open House,C20,2023,Social Sciences,Non-STEM,$60K-$100K,0,1,3.91,38890,Departmental,8700,0,12300,30190,Enrolled (Active),,,,3.98
S016201,A063992,Social Media,C20,2023,Education,Non-STEM,$150K+,1,1,3.22,39790,None,0,0,16500,39790,Enrolled (Active),,,,2.58
S016202,A064001,High School Counselor,C20,2023,Engineering,STEM,$60K-$100K,1,1,3.53,40290,Merit,16400,0,11900,23890,Enrolled (Active),,,,2.71
S016203,A064013,Advertising / Direct Mail,C20,2023,Arts & Humanities,Non-STEM,$100K-$150K,0,0,4.0,40540,Merit,9700,0,18100,30840,Enrolled (Active),,,,2.84
S016204,A064016,College Website,C20,2023,Computer Science,STEM,$60K-$100K,0,0,3.77,40670,Merit,10650,0,18700,30020,Enrolled (Active),,,,3.47
S016205,A064020,Campus Visit / Open House,C20,2023,Social Sciences,Non-STEM,Under $30K,1,1,3.08,38550,Merit,12500,5126,9800,20924,Enrolled (Active),,,,3.49
S016206,A064024,Campus Visit / Open House,C20,2023,Biology & Life Sciences,STEM,$60K-$100K,0,0,2.87,38730,Merit,15950,0,12200,22780,Enrolled (Active),,,,2.95
S016207,A064032,College Website,C20,2023,Arts & Humanities,Non-STEM,$100K-$150K,0,0,3.75,38640,Merit,20750,0,0,17890,Enrolled (Active),,,,3.12
S016208,A064038,Friends / Family / Alumni,C20,2023,Engineering,STEM,$100K-$150K,0,0,2.88,40500,Merit,6300,0,0,34200,Enrolled (Active),,,,2.82
S016209,A064041,High School Counselor,C20,2023,Psychology,Non-STEM,Under $30K,0,1,4.0,39050,Departmental,7200,5194,16500,26656,Enrolled (Active),,,,3.11
S016210,A064044,Campus Visit / Open House,C20,2023,Arts & Humanities,Non-STEM,$60K-$100K,0,0,2.49,39720,None,0,0,23100,39720,Dropped Out,,2024,1,2.56
S016211,A064054,Campus Visit / Open House,C20,2023,Engineering,STEM,$60K-$100K,0,1,2.97,40890,None,0,0,0,40890,Dropped Out,,2025,2,1.96
S016212,A064055,Friends / Family / Alumni,C20,2023,Nursing & Health Sciences,STEM,$60K-$100K,0,1,3.75,38960,Need-Based,17350,0,0,21610,Enrolled (Active),,,,3.2
S016213,A064060,Social Media,C20,2023,Arts & Humanities,Non-STEM,$60K-$100K,1,0,3.54,39440,None,0,0,15700,39440,Enrolled (Active),,,,3.13
S016214,A064069,High School Counselor,C20,2023,Nursing & Health Sciences,STEM,$150K+,0,1,3.33,40400,Merit,11050,0,17200,29350,Enrolled (Active),,,,2.96
S016215,A064075,Friends / Family / Alumni,C20,2023,Arts & Humanities,Non-STEM,$150K+,0,0,2.86,40040,Need-Based,19550,0,8200,20490,Enrolled (Active),,,,2.95
S016216,A064091,Campus Visit / Open House,C20,2023,Psychology,Non-STEM,Under $30K,1,0,2.81,40730,Need-Based,24050,5707,0,10973,Enrolled (Active),,,,2.84
S016217,A064096,College Website,C20,2023,Education,Non-STEM,Under $30K,1,0,3.71,40520,Merit,13750,6975,0,19795,Enrolled (Active),,,,2.69
S016218,A064134,High School Counselor,C20,2023,Psychology,Non-STEM,Under $30K,1,0,3.32,39110,Need-Based,15250,3070,0,20790,Enrolled (Active),,,,2.5
S016219,A064150,College Fair,C20,2023,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.16,39850,None,0,0,19900,39850,Enrolled (Active),,,,3.25
S016220,A064151,High School Counselor,C20,2023,Arts & Humanities,Non-STEM,Under $30K,0,0,2.95,40800,Athletic,13050,3212,0,24538,Enrolled (Active),,,,3.12
S016221,A064157,Social Media,C20,2023,Business,Non-STEM,$30K-$60K,0,0,3.22,38710,Need-Based,15950,0,0,22760,Enrolled (Active),,,,3.01
S016222,A064161,Friends / Family / Alumni,C20,2023,Business,Non-STEM,Under $30K,0,0,2.64,38890,Merit,20700,4656,7600,13534,Enrolled (Active),,,,2.54
S016223,A064162,Campus Visit / Open House,C20,2023,Psychology,Non-STEM,$100K-$150K,0,0,3.33,40580,None,0,0,0,40580,Dropped Out,,2025,2,2.11
S016224,A064168,Campus Visit / Open House,C20,2023,Psychology,Non-STEM,Under $30K,1,1,2.96,39470,Merit,12000,0,0,27470,Dropped Out,,2024,1,2.6
S016225,A064175,High School Counselor,C20,2023,Social Sciences,Non-STEM,$100K-$150K,1,0,4.0,39700,Merit,16150,0,9300,23550,Enrolled (Active),,,,3.54
S016226,A064177,College Website,C20,2023,Biology & Life Sciences,STEM,$100K-$150K,0,0,3.42,38720,Departmental,2200,0,20800,36520,Enrolled (Active),,,,3.25
S016227,A064184,High School Counselor,C20,2023,Computer Science,STEM,$150K+,0,1,2.83,38600,None,0,0,0,38600,Dropped Out,,2026,3,2.55
S016228,A064187,Campus Visit / Open House,C20,2023,Nursing & Health Sciences,STEM,Under $30K,0,0,3.7,39420,Merit,7950,0,0,31470,Enrolled (Active),,,,2.58
S016229,A064196,Social Media,C20,2023,Social Sciences,Non-STEM,Under $30K,0,0,4.0,38670,Merit,18600,0,8000,20070,Enrolled (Active),,,,3.63
S016230,A064204,College Website,C20,2023,Computer Science,STEM,$30K-$60K,0,1,3.64,40640,Departmental,3050,0,24000,37590,Enrolled (Active),,,,3.36
S016231,A064207,College Website,C20,2023,Nursing & Health Sciences,STEM,$60K-$100K,1,0,4.0,39980,Merit,13250,0,12500,26730,Enrolled (Active),,,,3.03
S016232,A064209,College Website,C20,2023,Business,Non-STEM,$60K-$100K,1,0,3.34,40630,Merit,7450,0,0,33180,Dropped Out,,2024,1,3.2
S016233,A064211,High School Counselor,C20,2023,Arts & Humanities,Non-STEM,$30K-$60K,0,1,3.67,39230,Need-Based,26900,0,0,12330,Enrolled (Active),,,,3.65
S016234,A064213,High School Counselor,C20,2023,Computer Science,STEM,$150K+,1,0,3.05,39640,Departmental,4650,0,19200,34990,Enrolled (Active),,,,2.92
S016235,A064214,Social Media,C20,2023,Education,Non-STEM,Under $30K,1,1,2.99,39700,Need-Based,27300,5146,3900,7254,Enrolled (Active),,,,3.3
S016236,A064215,Online Search / Rankings Sites,C20,2023,Education,Non-STEM,$100K-$150K,1,1,3.44,40770,Merit,13400,0,10600,27370,Enrolled (Active),,,,3.06
S016237,A064221,Campus Visit / Open House,C20,2023,Arts & Humanities,Non-STEM,Under $30K,0,1,3.38,40630,Merit,7500,4049,18700,29081,Enrolled (Active),,,,2.24
S016238,A064223,Social Media,C20,2023,Business,Non-STEM,Under $30K,1,0,3.2,39240,Need-Based,15400,0,0,23840,Enrolled (Active),,,,3.23
S016239,A064234,Campus Visit / Open House,C20,2023,Engineering,STEM,$100K-$150K,0,0,3.43,39730,None,0,0,26500,39730,Dropped Out,,2026,3,3.15
S016240,A064237,Friends / Family / Alumni,C20,2023,Physical Sciences & Math,STEM,$60K-$100K,1,1,3.65,38520,Merit,8700,0,0,29820,Enrolled (Active),,,,3.05
S016241,A064244,Friends / Family / Alumni,C20,2023,Computer Science,STEM,$150K+,0,1,3.59,39200,Departmental,2850,0,0,36350,Dropped Out,,2025,2,2.48
S016242,A064251,College Website,C20,2023,Business,Non-STEM,$100K-$150K,0,0,3.61,40310,None,0,0,0,40310,Enrolled (Active),,,,2.78
S016243,A064258,Friends / Family / Alumni,C20,2023,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.02,39330,Need-Based,25450,0,0,13880,Enrolled (Active),,,,2.17
S016244,A064268,Campus Visit / Open House,C20,2023,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.56,39320,Merit,21250,6869,0,11201,Enrolled (Active),,,,3.0
S016245,A064280,Campus Visit / Open House,C20,2023,Business,Non-STEM,$60K-$100K,1,1,3.8,39790,Merit,14300,0,12000,25490,Enrolled (Active),,,,3.02
S016246,A064285,Friends / Family / Alumni,C20,2023,Computer Science,STEM,$100K-$150K,0,0,3.2,39620,None,0,0,19200,39620,Enrolled (Active),,,,3.04
S016247,A064288,College Website,C20,2023,Engineering,STEM,$60K-$100K,1,1,3.04,39390,Departmental,4100,0,14200,35290,Dropped Out,,2024,1,1.3
S016248,A064291,Friends / Family / Alumni,C20,2023,Engineering,STEM,$60K-$100K,0,0,3.53,39050,Merit,14000,0,14700,25050,Enrolled (Active),,,,3.1
S016249,A064293,Social Media,C20,2023,Computer Science,STEM,$60K-$100K,0,1,3.61,39210,Merit,8200,0,15200,31010,Enrolled (Active),,,,2.95
S016250,A064295,Campus Visit / Open House,C20,2023,Social Sciences,Non-STEM,$100K-$150K,0,0,2.93,39170,Departmental,8250,0,16800,30920,Dropped Out,,2024,1,2.54
S016251,A064297,High School Counselor,C20,2023,Computer Science,STEM,$60K-$100K,0,0,3.67,39880,Athletic,17900,0,0,21980,Enrolled (Active),,,,3.08
S016252,A064299,Advertising / Direct Mail,C20,2023,Engineering,STEM,$100K-$150K,0,1,2.69,40620,Departmental,3250,0,0,37370,Dropped Out,,2025,2,2.34
S016253,A064307,College Website,C20,2023,Education,Non-STEM,$30K-$60K,1,1,3.14,40270,Need-Based,11250,0,0,29020,Enrolled (Active),,,,2.34
S016254,A064308,Friends / Family / Alumni,C20,2023,Nursing & Health Sciences,STEM,$150K+,0,0,3.87,39660,Athletic,29550,0,0,10110,Enrolled (Active),,,,2.65
S016255,A064311,High School Counselor,C20,2023,Business,Non-STEM,$150K+,0,1,3.81,40730,Merit,15950,0,8600,24780,Enrolled (Active),,,,2.79
S016256,A064314,College Website,C20,2023,Education,Non-STEM,$100K-$150K,0,1,3.27,39840,Departmental,3000,0,0,36840,Enrolled (Active),,,,3.47
S016257,A064319,High School Counselor,C20,2023,Biology & Life Sciences,STEM,$60K-$100K,0,1,3.69,39320,None,0,0,24300,39320,Enrolled (Active),,,,2.98
S016258,A064323,Campus Visit / Open House,C20,2023,Social Sciences,Non-STEM,Under $30K,1,0,3.45,40800,Departmental,2600,3836,13900,34364,Dropped Out,,2024,1,2.65
S016259,A064325,College Fair,C20,2023,Arts & Humanities,Non-STEM,$30K-$60K,1,0,2.83,38680,None,0,5330,13400,33350,Dropped Out,,2026,3,3.01
S016260,A064337,Friends / Family / Alumni,C20,2023,Computer Science,STEM,$100K-$150K,0,0,3.74,38730,Athletic,28000,0,5700,10730,Enrolled (Active),,,,3.06
S016261,A064341,Advertising / Direct Mail,C20,2023,Psychology,Non-STEM,$60K-$100K,0,1,2.97,39370,Need-Based,26200,0,5100,13170,Enrolled (Active),,,,3.34
S016262,A064343,College Fair,C20,2023,Biology & Life Sciences,STEM,$30K-$60K,1,0,2.77,38890,Merit,9200,3667,0,26023,Enrolled (Active),,,,2.59
S016263,A064344,College Fair,C20,2023,Physical Sciences & Math,STEM,$60K-$100K,0,0,3.17,40260,Merit,16050,0,0,24210,Enrolled (Active),,,,3.39
S016264,A064354,College Website,C20,2024,Computer Science,STEM,Under $30K,0,0,3.08,41080,Need-Based,25950,5189,3800,9941,Enrolled (Active),,,,3.45
S016265,A064365,Campus Visit / Open House,C20,2024,Engineering,STEM,Under $30K,0,1,3.63,40470,Need-Based,20200,3732,10100,16538,Enrolled (Active),,,,2.75
S016266,A064369,Online Search / Rankings Sites,C20,2024,Nursing & Health Sciences,STEM,Under $30K,1,0,3.52,41210,Merit,9500,2884,0,28826,Enrolled (Active),,,,3.15
S016267,A064373,College Fair,C20,2024,Business,Non-STEM,$100K-$150K,0,0,3.43,40560,Departmental,2550,0,17900,38010,Enrolled (Active),,,,3.01
S016268,A064374,Friends / Family / Alumni,C20,2024,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.94,40010,Merit,11900,0,9000,28110,Enrolled (Active),,,,2.33
S016269,A064381,College Website,C20,2024,Arts & Humanities,Non-STEM,$150K+,0,1,4.0,41090,Merit,20700,0,7900,20390,Enrolled (Active),,,,3.25
S016270,A064382,Campus Visit / Open House,C20,2024,Biology & Life Sciences,STEM,$30K-$60K,0,1,3.88,41990,None,0,2911,14000,39079,Enrolled (Active),,,,3.19
S016271,A064383,Online Search / Rankings Sites,C20,2024,Computer Science,STEM,$150K+,0,0,2.89,39870,None,0,0,0,39870,Enrolled (Active),,,,2.72
S016272,A064386,High School Counselor,C20,2024,Computer Science,STEM,$150K+,0,1,3.14,40050,Merit,15250,0,12900,24800,Enrolled (Active),,,,2.48
S016273,A064389,High School Counselor,C20,2024,Social Sciences,Non-STEM,$100K-$150K,0,1,3.62,41260,None,0,0,0,41260,Enrolled (Active),,,,2.22
S016274,A064393,College Website,C20,2024,Nursing & Health Sciences,STEM,Under $30K,1,0,3.18,41600,Merit,16350,5385,0,19865,Enrolled (Active),,,,2.49
S016275,A064398,Campus Visit / Open House,C20,2024,Nursing & Health Sciences,STEM,$100K-$150K,0,1,3.03,41400,None,0,0,16200,41400,Enrolled (Active),,,,2.82
S016276,A064401,College Fair,C20,2024,Nursing & Health Sciences,STEM,$30K-$60K,0,0,4.0,41920,Need-Based,18350,2764,0,20806,Enrolled (Active),,,,3.09
S016277,A064411,College Fair,C20,2024,Business,Non-STEM,$100K-$150K,0,1,3.33,40640,Merit,17600,0,0,23040,Enrolled (Active),,,,2.88
S016278,A064428,College Website,C20,2024,Nursing & Health Sciences,STEM,Under $30K,0,1,3.63,40770,Merit,16450,4186,0,20134,Enrolled (Active),,,,3.66
S016279,A064431,College Website,C20,2024,Nursing & Health Sciences,STEM,Under $30K,0,0,3.01,40400,Departmental,7800,0,0,32600,Enrolled (Active),,,,2.77
S016280,A064444,Social Media,C20,2024,Social Sciences,Non-STEM,$100K-$150K,0,0,3.35,41930,Merit,20950,0,0,20980,Enrolled (Active),,,,3.76
S016281,A064445,Social Media,C20,2024,Business,Non-STEM,$100K-$150K,1,0,3.46,41500,Departmental,8200,0,11700,33300,Enrolled (Active),,,,3.05
S016282,A064446,Campus Visit / Open House,C20,2024,Arts & Humanities,Non-STEM,Under $30K,1,1,3.67,41010,Need-Based,14850,6743,0,19417,Enrolled (Active),,,,4.0
S016283,A064450,Social Media,C20,2024,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.12,40210,Merit,19700,4577,9500,15933,Enrolled (Active),,,,2.44
S016284,A064453,Friends / Family / Alumni,C20,2024,Computer Science,STEM,$60K-$100K,0,0,3.79,39920,None,0,0,0,39920,Enrolled (Active),,,,3.65
S016285,A064457,Campus Visit / Open House,C20,2024,Business,Non-STEM,$30K-$60K,1,0,3.81,39760,Departmental,8650,0,0,31110,Enrolled (Active),,,,2.95
S016286,A064466,Online Search / Rankings Sites,C20,2024,Engineering,STEM,Under $30K,1,1,3.21,41860,Merit,12650,0,0,29210,Enrolled (Active),,,,2.56
S016287,A064467,High School Counselor,C20,2024,Education,Non-STEM,Under $30K,0,0,3.41,41980,Merit,12350,2721,0,26909,Enrolled (Active),,,,3.01
S016288,A064474,Campus Visit / Open House,C20,2024,Arts & Humanities,Non-STEM,$60K-$100K,0,0,3.35,39790,Departmental,8700,0,0,31090,Enrolled (Active),,,,2.87
S016289,A064478,Friends / Family / Alumni,C20,2024,Social Sciences,Non-STEM,$150K+,0,1,3.33,40690,Need-Based,25900,0,5100,14790,Enrolled (Active),,,,2.48
S016290,A064480,Friends / Family / Alumni,C20,2024,Computer Science,STEM,$30K-$60K,1,1,3.16,40320,None,0,6176,11500,34144,Dropped Out,,2026,2,2.86
S016291,A064487,College Website,C20,2024,Computer Science,STEM,$100K-$150K,1,0,3.66,41050,Departmental,9150,0,9600,31900,Enrolled (Active),,,,3.22
S016292,A064493,Campus Visit / Open House,C20,2024,Physical Sciences & Math,STEM,$30K-$60K,1,0,3.88,41440,Merit,19650,0,9100,21790,Enrolled (Active),,,,2.61
S016293,A064504,High School Counselor,C20,2024,Physical Sciences & Math,STEM,$60K-$100K,1,0,3.57,41300,Departmental,6950,0,0,34350,Enrolled (Active),,,,2.88
S016294,A064514,College Website,C20,2024,Arts & Humanities,Non-STEM,$60K-$100K,0,0,4.0,40900,Merit,17400,0,0,23500,Enrolled (Active),,,,3.39
S016295,A064515,Campus Visit / Open House,C20,2024,Business,Non-STEM,$60K-$100K,1,0,3.15,39690,None,0,0,25600,39690,Enrolled (Active),,,,2.46
S016296,A064516,Campus Visit / Open House,C20,2024,Computer Science,STEM,$60K-$100K,0,1,3.51,41150,Merit,21700,0,6500,19450,Enrolled (Active),,,,2.82
S016297,A064517,Online Search / Rankings Sites,C20,2024,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.26,41070,Merit,9950,5813,0,25307,Enrolled (Active),,,,2.46
S016298,A064522,Campus Visit / Open House,C20,2024,Business,Non-STEM,$100K-$150K,0,1,3.13,41730,Athletic,17750,0,12100,23980,Enrolled (Active),,,,2.51
S016299,A064545,College Website,C20,2024,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.79,40680,None,0,0,12400,40680,Dropped Out,,2025,1,2.22
S016300,A064548,Friends / Family / Alumni,C20,2024,Psychology,Non-STEM,$100K-$150K,0,0,2.17,41090,Need-Based,28750,0,0,12340,Enrolled (Active),,,,3.47
S016301,A064551,College Website,C20,2024,Education,Non-STEM,$100K-$150K,0,0,3.57,40280,Athletic,19750,0,8800,20530,Enrolled (Active),,,,2.85
S016302,A064553,Online Search / Rankings Sites,C20,2024,Psychology,Non-STEM,$60K-$100K,1,0,3.0,40890,None,0,0,15700,40890,Enrolled (Active),,,,2.95
S016303,A064559,Friends / Family / Alumni,C20,2024,Arts & Humanities,Non-STEM,$150K+,0,0,2.93,41080,Merit,13750,0,18100,27330,Dropped Out,,2026,2,1.96
S016304,A064561,Campus Visit / Open House,C20,2024,Computer Science,STEM,$30K-$60K,0,0,2.79,41540,Need-Based,28100,0,9000,13440,Enrolled (Active),,,,2.7
S016305,A064588,Campus Visit / Open House,C20,2024,Arts & Humanities,Non-STEM,Under $30K,0,0,3.18,39680,Merit,17350,6394,0,15936,Enrolled (Active),,,,2.48
S016306,A064593,College Fair,C20,2024,Nursing & Health Sciences,STEM,Under $30K,1,0,3.09,41060,Athletic,14800,0,17100,26260,Enrolled (Active),,,,2.79
S016307,A064595,Online Search / Rankings Sites,C20,2024,Business,Non-STEM,$100K-$150K,0,1,3.13,41640,Departmental,3250,0,0,38390,Enrolled (Active),,,,2.96
S016308,A064610,Friends / Family / Alumni,C20,2024,Education,Non-STEM,$30K-$60K,0,0,3.19,39950,Merit,15900,2247,0,21803,Enrolled (Active),,,,3.27
S016309,A064615,Campus Visit / Open House,C20,2024,Biology & Life Sciences,STEM,$100K-$150K,0,1,3.42,41790,Departmental,6500,0,0,35290,Enrolled (Active),,,,2.94
S016310,A064616,High School Counselor,C20,2024,Nursing & Health Sciences,STEM,$60K-$100K,0,1,2.9,40340,Athletic,22400,0,0,17940,Enrolled (Active),,,,2.48
S016311,A064617,Campus Visit / Open House,C20,2024,Psychology,Non-STEM,$150K+,0,1,3.07,41540,Departmental,9450,0,0,32090,Enrolled (Active),,,,2.69
S016312,A064639,College Website,C20,2024,Nursing & Health Sciences,STEM,Under $30K,1,0,3.48,40920,Athletic,12700,0,0,28220,Enrolled (Active),,,,3.17
S016313,A064644,College Website,C20,2024,Business,Non-STEM,Under $30K,1,0,3.25,40290,Need-Based,16700,4719,0,18871,Dropped Out,,2026,2,2.9
S016314,A064652,Social Media,C20,2024,Computer Science,STEM,$60K-$100K,1,1,4.0,41940,Merit,12700,0,0,29240,Enrolled (Active),,,,3.48
S016315,A064664,High School Counselor,C20,2024,Biology & Life Sciences,STEM,Under $30K,0,1,3.35,41020,Departmental,3600,0,13600,37420,Enrolled (Active),,,,3.1
S016316,A064676,Campus Visit / Open House,C20,2024,Nursing & Health Sciences,STEM,Under $30K,0,1,3.5,41510,Merit,13750,3004,7800,24756,Enrolled (Active),,,,3.24
S016317,A064678,Social Media,C20,2024,Arts & Humanities,Non-STEM,$150K+,0,0,3.68,41130,None,0,0,0,41130,Dropped Out,,2025,1,1.73
S016318,A064714,Campus Visit / Open House,C20,2024,Biology & Life Sciences,STEM,Under $30K,1,0,3.07,40720,Merit,14900,2750,8700,23070,Enrolled (Active),,,,2.39
S016319,A064715,College Website,C20,2024,Computer Science,STEM,$100K-$150K,0,0,3.26,41360,Departmental,3450,0,0,37910,Enrolled (Active),,,,2.18
S016320,A064716,Social Media,C20,2024,Computer Science,STEM,$150K+,0,1,2.65,42020,None,0,0,0,42020,Dropped Out,,2025,1,2.6
S016321,A064719,Friends / Family / Alumni,C20,2024,Biology & Life Sciences,STEM,$150K+,0,1,3.04,40320,None,0,0,0,40320,Enrolled (Active),,,,2.57
S016322,A064725,Online Search / Rankings Sites,C20,2024,Nursing & Health Sciences,STEM,$100K-$150K,0,0,3.7,39950,Departmental,5000,0,15600,34950,Enrolled (Active),,,,3.13
S016323,A064733,Campus Visit / Open House,C20,2024,Psychology,Non-STEM,$30K-$60K,0,0,3.55,41640,Merit,14250,0,8600,27390,Enrolled (Active),,,,2.63
S016324,A064743,Campus Visit / Open House,C20,2024,Business,Non-STEM,$100K-$150K,0,1,3.85,40860,Merit,12600,0,0,28260,Enrolled (Active),,,,3.12
S016325,A064744,Campus Visit / Open House,C20,2024,Arts & Humanities,Non-STEM,$60K-$100K,1,1,2.87,41470,Need-Based,23000,0,0,18470,Enrolled (Active),,,,1.89
S016326,A064749,Campus Visit / Open House,C20,2024,Business,Non-STEM,$60K-$100K,1,0,3.24,40680,Merit,14750,0,0,25930,Enrolled (Active),,,,3.43
S016327,A064751,College Fair,C20,2024,Nursing & Health Sciences,STEM,$30K-$60K,0,0,3.11,40120,Departmental,7750,3927,0,28443,Enrolled (Active),,,,2.74
S016328,A064758,Campus Visit / Open House,C20,2024,Biology & Life Sciences,STEM,$30K-$60K,1,1,3.08,39780,Athletic,20950,0,7800,18830,Enrolled (Active),,,,3.37
S016329,A064763,Friends / Family / Alumni,C20,2024,Biology & Life Sciences,STEM,$30K-$60K,0,0,3.99,40350,Departmental,6150,0,0,34200,Enrolled (Active),,,,3.73
S016330,A064764,Online Search / Rankings Sites,C20,2024,Engineering,STEM,$150K+,0,0,3.41,40210,None,0,0,0,40210,Enrolled (Active),,,,2.82
S016331,A064774,Friends / Family / Alumni,C20,2024,Computer Science,STEM,$100K-$150K,1,0,3.74,41560,Merit,21600,0,7900,19960,Dropped Out,,2025,1,2.57
S016332,A064777,Social Media,C20,2024,Business,Non-STEM,$150K+,0,0,3.11,40680,Athletic,13400,0,14300,27280,Enrolled (Active),,,,2.63
S016333,A064778,High School Counselor,C20,2024,Business,Non-STEM,Under $30K,1,0,2.96,40480,Merit,21400,6761,0,12319,Dropped Out,,2025,1,2.4
S016334,A064787,College Website,C20,2024,Business,Non-STEM,$60K-$100K,1,0,3.27,40840,None,0,0,0,40840,Enrolled (Active),,,,2.84
S016335,A064794,College Fair,C20,2024,Psychology,Non-STEM,$100K-$150K,0,0,3.96,39900,Merit,6200,0,19600,33700,Enrolled (Active),,,,3.61
S016336,A064796,Campus Visit / Open House,C20,2024,Nursing & Health Sciences,STEM,$30K-$60K,1,0,3.54,40740,Need-Based,16100,3384,11200,21256,Enrolled (Active),,,,3.04
S016337,A064807,Social Media,C20,2024,Business,Non-STEM,$150K+,0,1,3.36,41100,Departmental,4500,0,0,36600,Enrolled (Active),,,,3.61
S016338,A064816,College Website,C20,2024,Biology & Life Sciences,STEM,$60K-$100K,0,0,3.2,39800,None,0,0,0,39800,Enrolled (Active),,,,3.05
